scenario_id,A0_state,A1_state,A2_state,A3_state,A4_state,A5_state,A6_state,A7_state,A8_state,A9_state,A10_state,modality_class,endpoint_data_type,analyte_role,terminal_state,q_code,family_id,family_assigned_at
4e3ecd162010,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
f89f3c0f1ea8,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
b7fd97dda83e,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
76aa5d5828f3,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
d8ea7ae0dd32,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
db7994446af3,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
3e9f4db5d139,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
c50e5d61970b,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
21211f1e9401,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
ec497b9f6e5b,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
145af3889f4d,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
21d00ba00a26,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
4af3d1fecb6d,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
47199ae6b74b,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
400a3c393dda,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
290eb71d9126,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
cf228ef6acb1,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
04e06a310a6c,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
0cbf42a738f0,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
c83d329450b5,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
be71e8b1c6dd,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
bbcc81efad96,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
1f38ed1a9e7f,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
b372ab62b77b,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
2b68b39957ab,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
53ca4637e8ac,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
a33dc60e3eb7,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
b04bed0ddba0,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
dc44b12b5e95,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
22bb0d93ea44,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
238be7760809,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
27cf77065f71,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
7ec7acbab4c0,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
0b8aeda8ed70,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
726eebc95801,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
092967ef316b,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
a7375e3f6fea,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
2fc5291d917f,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
fc08ae29a8e1,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
1d8f81549771,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
7d815053ef70,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
07e894c5961f,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
c06f7d0749ad,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
ec86db75cfd3,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
714ebef0aae2,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
07b1e90eb2f1,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
35816e7a7d02,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
47b4356eb79a,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
4464c541dddb,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
9eb913f48c19,AIC-LACTATION,ID-DYAD-LINKABLE,TIME-ELAPSED-RESOLVABLE,DOSE-DEFINED,ADDL-ACTUAL-CONFLICT,BIOANALYTICAL-FINAL-FLAG-MISSING,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,MAB,MATERNAL_INFANT_PK,,QUARANTINE,Q15A,F29,2026-05-22T08:18:32+00:00
38cb373cfe26,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MILK_PK,,AUTO,,F29,2026-05-22T08:18:32+00:00
84e263769187,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MILK_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
bc57110d0804,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MILK_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
72f03fc039cf,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MILK_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
d08760fa8862,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MILK_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
3c07fb997e61,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BIOANALYTICAL-FINAL,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,DDI-VICTIM-PERPETRATOR,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MILK_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
58bcedfc0302,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MILK_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
79d58a13295a,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,SINGLE-ANALYTE,REANALYSIS-NONE,SEMI-STRUCTURED-LEGACY-FLAG,SMALL_MOLECULE,MILK_PK,,QUARANTINE,Q15B,F29,2026-05-22T08:18:32+00:00
aa41cd9e9b1a,AIC-LACTATION,ID-DEFINED,TIME-DEFINED,DOSE-DEFINED,REGIMEN-FIXED,BLQ-DEFINED-POLICY,COVARIATE-BASELINE-ONLY,SUBJECT-LEVEL-COVARIATE,MULTI-CMT-DEFINED,REANALYSIS-NONE,STRUCTURED,SMALL_MOLECULE,MILK_PK,,REPAIR,,F29,2026-05-22T08:18:32+00:00
